Load in kN,Stud1_Axial-O,Stud1_Axial,Stud2_Axial-O,Stud2_Axial,Stud3_Axial-O,Stud3_Axial,Stud4_Axial-O,Stud4_Axial,Stud2_Top-O,Stud2_Top,Stud2_Mid-O,Stud2_Mid,Stud2_Bottom-O,Stud2_Bottom,Stud3_Top-O,Stud3_Top,Stud3_Mid-O,Stud3_Mid,Stud3_Bottom-O,Stud3_Bottom
31.34659798,7.08836,4.905818164,9.350132,6.746888757,9.759813,6.44317117,8.677682,4.550682083,1.474509,1.476151,2.075464,2.091884,1.651854,1.709324,2.003228,1.922771,2.646942,2.651868,1.655168,1.655168
31.65870077,7.114631,4.932089164,9.404317,6.801073757,9.784443,6.46780117,8.685893,4.558893083,1.477793,1.479435,2.0886,2.10502,1.68141,1.73888,1.993376,1.912919,2.646942,2.651868,1.661736,1.661736
31.71373046,7.137619,4.955077164,9.430588,6.827344757,9.79922,6.48257817,8.704774,4.577774083,1.474509,1.476151,2.0886,2.10502,1.687978,1.745448,1.980241,1.899784,2.646942,2.651868,1.663378,1.663378
31.67678418,7.142545,4.960003164,9.453576,6.850332757,9.805788,6.48914617,8.736793,4.609793083,1.481077,1.482719,2.0886,2.10502,1.710966,1.768436,2.01308,1.932623,2.650226,2.655152,1.694577,1.694577
31.89492021,7.185236,5.002694164,9.488057,6.884813757,9.84027,6.52362817,8.75157,4.624570083,1.477793,1.479435,2.095168,2.111588,1.750374,1.807844,1.99666,1.916203,2.646942,2.651868,1.720849,1.720849
32.58982656,7.255841,5.073299164,9.563588,6.960344757,9.904307,6.58766517,8.813143,4.686143083,1.484361,1.486003,2.101736,2.118156,1.799634,1.857104,2.008154,1.927697,2.653511,2.658437,1.766826,1.766826
32.63485997,7.280471,5.097929164,9.602995,6.999751757,9.953566,6.63692417,8.853371,4.726371083,1.487645,1.489287,2.098452,2.114872,1.839042,1.896512,1.99666,1.916203,2.653511,2.658437,1.806235,1.806235
32.78470433,7.333014,5.150472164,9.629266,7.026022757,9.974912,6.65827017,8.881284,4.754284083,1.486003,1.487645,2.10502,2.12144,1.84561,1.90308,2.003228,1.922771,2.650226,2.655152,1.814445,1.814445
32.54735006,7.482433,5.299891164,9.737636,7.134392757,10.210534,6.89389217,8.993759,4.866759083,1.912921,1.914563,2.380873,2.397293,2.318507,2.375977,2.508962,2.428505,3.093574,3.0985,2.640388,2.640388
31.57665007,7.490643,5.308101164,9.742562,7.139318757,10.267182,6.95054017,9.001968,4.874968083,1.927699,1.929341,2.387441,2.403861,2.328359,2.385829,2.53195,2.451493,3.101784,3.10671,2.663377,2.663377
31.7318852,7.485717,5.303175164,9.744204,7.140960757,10.293454,6.97681217,9.04548,4.918480083,1.917847,1.919489,2.390725,2.407145,2.328359,2.385829,2.53195,2.451493,3.100142,3.105068,2.679797,2.679797
31.9760491,7.513631,5.331089164,9.754056,7.150812757,10.326293,7.00965117,9.04548,4.918480083,1.924415,1.926057,2.387441,2.403861,2.325075,2.382545,2.518814,2.438357,3.10671,3.111636,2.692934,2.692934
32.26708746,7.525125,5.342583164,9.78197,7.178726757,10.364059,7.04741717,9.084887,4.957887083,1.921131,1.922773,2.392367,2.408787,2.325075,2.382545,2.518814,2.438357,3.10671,3.111636,2.699502,2.699502
32.52564849,7.545649,5.363107164,9.804957,7.201713757,10.395256,7.07861417,9.115263,4.988263083,1.924415,1.926057,2.380873,2.397293,2.331643,2.389113,2.518814,2.438357,3.116562,3.121488,2.699502,2.699502
32.84824526,7.580951,5.398409164,9.836155,7.232911757,10.433022,7.11638017,9.167805,5.040805083,1.924415,1.926057,2.397293,2.413713,2.328359,2.385829,2.53195,2.451493,3.109994,3.11492,2.692934,2.692934
32.84824526,7.577668,5.395126164,9.849291,7.246047757,10.4478,7.13115817,9.164522,5.037522083,1.924415,1.926057,2.390725,2.407145,2.325075,2.382545,2.51553,2.435073,3.116562,3.121488,2.696218,2.696218
32.9034883,7.625285,5.442743164,9.870636,7.267392757,10.488028,7.17138617,9.199823,5.072823083,1.927699,1.929341,2.387441,2.403861,2.328359,2.385829,2.535234,2.454777,3.113278,3.118204,2.699502,2.699502
33.31586721,7.659766,5.477224164,9.896908,7.293664757,10.515121,7.19847917,9.234304,5.107304083,1.924415,1.926057,2.390725,2.407145,2.325075,2.382545,2.53195,2.451493,3.116562,3.121488,2.699502,2.699502
33.51166422,7.686038,5.503496164,9.928105,7.324861757,10.557812,7.24117017,9.260576,5.133576083,1.924415,1.926057,2.390725,2.407145,2.328359,2.385829,2.522098,2.441641,3.119846,3.124772,2.699502,2.699502
33.5991767,7.740223,5.557681164,9.960944,7.357700757,10.600503,7.28386117,9.299983,5.172983083,1.924415,1.926057,2.394009,2.410429,2.351347,2.408817,2.522098,2.441641,3.13955,3.144476,2.735626,2.735626
33.95644977,7.769778,5.587236164,9.983111,7.379867757,10.62349,7.30684817,9.329538,5.202538083,1.924415,1.926057,2.390725,2.407145,2.371051,2.428521,2.518814,2.438357,3.146119,3.151045,2.752047,2.752047
34.0275088,7.815754,5.633212164,10.010203,7.406959757,10.658794,7.34215217,9.382901,5.255901083,1.921131,1.922773,2.390725,2.407145,2.374335,2.431805,2.53195,2.451493,3.146119,3.151045,2.761899,2.761899
34.24635554,7.860087,5.677545164,10.034833,7.431589757,10.685064,7.36842217,9.391932,5.264932083,1.924415,1.926057,2.389083,2.405503,2.371051,2.428521,2.525382,2.444925,3.162539,3.167465,2.768467,2.768467
34.30869031,7.915914,5.733372164,10.056179,7.452935757,10.708873,7.39223117,9.419845,5.292845083,1.924415,1.926057,2.387441,2.403861,2.461362,2.518832,2.518814,2.438357,3.162539,3.167465,2.821012,2.821012
34.31677486,7.939723,5.757181164,10.070956,7.467712757,10.733503,7.41686117,9.445295,5.318295083,1.924415,1.926057,2.387441,2.403861,2.481066,2.538536,2.53195,2.451493,3.162539,3.167465,2.834149,2.834149
34.49909944,7.986519,5.803977164,10.089018,7.485774757,10.741713,7.42507117,9.462535,5.335535083,1.927699,1.929341,2.390725,2.407145,2.482708,2.540178,2.518814,2.438357,3.164181,3.169107,2.830865,2.830865
34.44910452,8.017717,5.835175164,10.108721,7.505477757,10.763059,7.44641717,9.501943,5.374943083,1.927699,1.929341,2.390725,2.407145,2.49256,2.55003,2.525382,2.444925,3.155971,3.160897,2.834149,2.834149
34.77467974,8.062051,5.879509164,10.130888,7.527644757,10.799182,7.48254017,9.520825,5.393825083,1.930983,1.932625,2.390725,2.407145,2.545104,2.602574,2.53195,2.451493,3.159255,3.164181,2.876842,2.876842
34.90821555,8.117878,5.935336164,10.161264,7.558020757,10.832842,7.51620017,9.554485,5.427485083,1.930983,1.932625,2.482677,2.499097,2.554956,2.612426,2.522098,2.441641,3.241356,3.246282,2.886694,2.886694
35.08323537,8.157284,5.974742164,10.183431,7.580187757,10.858293,7.54165117,9.611953,5.484953083,1.927699,1.929341,2.571343,2.587763,2.57466,2.63213,2.522098,2.441641,3.310321,3.315247,2.896546,2.896546
35.08323537,8.221322,6.038780164,10.21545,7.612206757,10.894416,7.57777417,9.636583,5.509583083,2.03607,2.037712,2.719122,2.735542,2.837381,2.894851,2.610766,2.530309,3.523785,3.528711,3.139567,3.139567
34.71972105,8.277149,6.094607164,10.253215,7.649971757,10.942034,7.62539217,9.689126,5.562126083,2.157578,2.15922,2.962136,2.978556,3.018001,3.075471,2.755261,2.674804,3.720828,3.725754,3.34318,3.34318
34.71972105,8.303421,6.120879164,10.277844,7.674600757,10.965021,7.64837917,9.700619,5.573619083,2.164146,2.165788,2.962136,2.978556,3.021285,3.078755,2.748693,2.668236,3.724113,3.729039,3.34318,3.34318
35.06401681,8.334618,6.152076164,10.312326,7.709082757,11.006891,7.69024917,9.756445,5.629445083,2.160862,2.162504,2.960494,2.976914,3.049199,3.106669,2.745409,2.664952,3.717544,3.72247,3.372736,3.372736
35.48774051,8.372384,6.189842164,10.343524,7.740280757,11.053688,7.73704617,9.797494,5.670494083,2.160862,2.162504,2.962136,2.978556,3.077113,3.134583,2.751977,2.67152,3.724113,3.729039,3.402293,3.402293
35.63659494,8.410149,6.227607164,10.371437,7.768193757,11.083244,7.76660217,9.838543,5.711543083,2.160862,2.162504,2.962136,2.978556,3.075471,3.132941,2.755261,2.674804,3.724113,3.729039,3.402293,3.402293
35.63659494,8.441347,6.258805164,10.405918,7.802674757,11.124293,7.80765117,9.897653,5.770653083,2.15922,2.160862,2.962136,2.978556,3.126374,3.183844,2.761829,2.681372,3.725754,3.73068,3.461406,3.461406
35.94039726,8.47747,6.294928164,10.437115,7.833871757,11.166984,7.85034217,9.948554,5.821554083,2.164146,2.165788,2.962136,2.978556,3.13951,3.19698,2.755261,2.674804,3.724113,3.729039,3.471259,3.471259
36.28483793,8.525908,6.343366164,10.468313,7.865069757,11.203928,7.88728617,10.010128,5.883128083,2.16743,2.169072,2.958852,2.975272,3.13951,3.19698,2.751977,2.67152,3.724113,3.729039,3.474543,3.474543
36.49659295,8.575988,6.393446164,10.507721,7.904477757,11.245799,7.92915717,10.053639,5.926639083,2.164146,2.165788,2.963778,2.980198,3.195338,3.252808,2.748693,2.668236,3.72247,3.727396,3.553361,3.553361
36.51659098,8.600618,6.418076164,10.530708,7.927464757,11.268787,7.95214517,10.086478,5.959478083,2.160862,2.162504,2.96542,2.98184,3.201906,3.259376,2.761829,2.681372,3.720828,3.725754,3.556645,3.556645
36.73409212,8.630173,6.447631164,10.552053,7.948809757,11.30491,7.98826817,10.116033,5.989033083,2.16743,2.169072,2.975271,2.991691,3.20519,3.26266,2.742125,2.661668,3.720828,3.725754,3.559929,3.559929
36.80649676,8.664655,6.482113164,10.571757,7.968513757,11.326256,8.00961417,10.157082,6.030082083,2.16743,2.169072,2.986765,3.003185,3.206832,3.264302,2.745409,2.664952,3.720828,3.725754,3.559929,3.559929
36.95577499,8.679433,6.496891164,10.591461,7.988217757,11.357453,8.04081117,10.182533,6.055533083,2.16743,2.169072,2.986765,3.003185,3.211758,3.269228,2.758545,2.678088,3.724113,3.729039,3.556645,3.556645
37.07342412,8.708989,6.526447164,10.619374,8.016130757,11.393577,8.07693517,10.238359,6.111359083,2.160862,2.162504,2.985123,3.001543,3.211758,3.269228,2.755261,2.674804,3.727396,3.732322,3.556645,3.556645
37.35396818,8.741828,6.559286164,10.644004,8.040760757,11.426417,8.10977517,10.263809,6.136809083,2.160862,2.162504,2.985123,3.001543,3.215042,3.272512,2.745409,2.664952,3.724113,3.729039,3.556645,3.556645
37.38006513,8.763174,6.580632164,10.670275,8.067031757,11.441194,8.12455217,10.291723,6.164723083,2.177282,2.178924,3.001543,3.017963,3.28729,3.34476,2.751977,2.67152,3.73068,3.735606,3.632178,3.632178
37.65940335,8.796014,6.613472164,10.691621,8.088377757,11.472391,8.15574917,10.34016,6.213160083,2.178924,2.180566,3.001543,3.017963,3.300426,3.357896,2.748693,2.668236,3.725754,3.73068,3.638747,3.638747
37.73053339,8.822285,6.639743164,10.72446,8.121216757,11.51262,8.19597817,10.360685,6.233685083,2.180566,2.182208,3.011395,3.027815,3.310278,3.367748,2.755261,2.674804,3.727396,3.732322,3.638747,3.638747
37.99100616,8.848556,6.666014164,10.746628,8.143384757,11.531503,8.21486117,10.40748,6.280480083,2.193702,2.195344,3.021247,3.037667,3.310278,3.367748,2.758545,2.678088,3.725754,3.73068,3.638747,3.638747
38.02710453,8.871545,6.689003164,10.775362,8.172118757,11.563522,8.24688017,10.437856,6.310856083,2.190418,2.19206,3.024531,3.040951,3.323414,3.380884,2.755261,2.674804,3.72247,3.727396,3.648599,3.648599
38.17978533,8.891248,6.708706164,10.791781,8.188537757,11.592256,8.27561417,10.477263,6.350263083,2.193702,2.195344,3.260977,3.277397,3.389095,3.446565,2.748693,2.668236,3.947428,3.952354,3.684724,3.684724
38.41763729,8.922446,6.739904164,10.821336,8.218092757,11.628379,8.31173717,10.528985,6.401985083,2.193702,2.195344,3.270829,3.287249,3.402231,3.459701,2.751977,2.67152,3.953996,3.958922,3.691292,3.691292
38.45316665,8.93394,6.751398164,10.842683,8.239439757,11.661219,8.34457717,10.557719,6.430719083,2.193702,2.195344,3.274113,3.290533,3.451491,3.508961,2.742125,2.661668,3.953996,3.958922,3.740553,3.740553
38.56982521,8.961853,6.779311164,10.864028,8.260784757,11.680923,8.36428117,10.611904,6.484904083,2.193702,2.195344,3.274113,3.290533,3.451491,3.508961,2.748693,2.668236,3.95728,3.962206,3.743837,3.743837
38.79973496,8.983199,6.800657164,10.893584,8.290340757,11.717046,8.40040417,10.668551,6.541551083,2.193702,2.195344,3.274113,3.290533,3.471195,3.528665,2.758545,2.678088,3.953996,3.958922,3.77011,3.77011
38.83221261,8.996335,6.813793164,10.913287,8.310043757,11.741676,8.42503417,10.698927,6.571927083,2.193702,2.195344,3.277397,3.293817,3.504035,3.561505,2.761829,2.681372,3.95728,3.962206,3.809519,3.809519
39.02006965,9.02589,6.843348164,10.932991,8.329747757,11.766305,8.44966317,10.736692,6.609692083,2.219974,2.221616,3.274113,3.290533,3.500751,3.558221,2.758545,2.678088,3.953996,3.958922,3.812803,3.812803
39.29926586,9.045594,6.863052164,10.955978,8.352734757,11.790935,8.47429317,10.777741,6.650741083,2.223258,2.2249,3.290533,3.306953,3.497467,3.554937,2.748693,2.668236,3.95728,3.962206,3.809519,3.809519
39.30352147,9.06694,6.884398164,10.972398,8.369154757,11.817207,8.50056517,10.817148,6.690148083,2.219974,2.221616,3.303668,3.320088,3.504035,3.561505,2.758545,2.678088,3.953996,3.958922,3.812803,3.812803
39.39854948,9.078434,6.895892164,10.992102,8.388858757,11.841836,8.52519417,10.854913,6.727913083,2.223258,2.2249,3.303668,3.320088,3.504035,3.561505,2.748693,2.668236,3.95728,3.962206,3.809519,3.809519
39.40954116,9.142471,6.959929164,11.084053,8.480809757,11.891095,8.57445317,11.035528,6.908528083,2.646892,2.648534,3.77656,3.79298,3.78646,3.84393,3.093512,3.013055,4.630513,4.635439,4.285709,4.285709
39.34238464,9.15068,6.968138164,11.102114,8.498870757,11.910799,8.59415717,11.10449,6.977490083,2.683016,2.684658,3.812684,3.829104,3.806164,3.863634,3.172328,3.091871,4.666637,4.671563,4.30213,4.30213
39.7085243,9.165458,6.982916164,11.120176,8.516932757,11.940354,8.62371217,11.125836,6.998836083,2.6863,2.687942,3.815968,3.832388,3.809448,3.866918,3.162476,3.082019,4.663353,4.668279,4.30213,4.30213
39.97055859,9.18352,7.000978164,11.13988,8.536636757,11.95349,8.63684817,11.157033,7.030033083,2.689584,2.691226,3.815968,3.832388,3.812732,3.870202,3.162476,3.082019,4.656785,4.661711,4.30213,4.30213
39.7644048,9.184341,7.001799164,11.13988,8.536636757,11.951848,8.63520617,11.148823,7.021823083,2.6863,2.687942,3.822536,3.838956,3.816016,3.873486,3.155908,3.075451,4.656785,4.661711,4.30213,4.30213
39.88893425,9.211434,7.028892164,11.161225,8.557981757,11.976479,8.65983717,11.168526,7.041526083,2.6863,2.687942,3.819252,3.835672,3.816016,3.873486,3.175611,3.095154,4.656785,4.661711,4.30213,4.30213
40.18365953,9.226211,7.043669164,11.172719,8.569475757,11.999466,8.68282417,11.198082,7.071082083,2.6863,2.687942,3.819252,3.835672,3.8193,3.87677,3.155908,3.075451,4.653501,4.658427,4.30213,4.30213
40.42378148,9.250841,7.068299164,11.210484,8.607240757,12.037232,8.72059017,11.230921,7.103921083,2.6863,2.687942,3.819252,3.835672,3.825868,3.883338,3.162476,3.082019,4.653501,4.658427,4.30213,4.30213
40.67354949,9.288606,7.106064164,11.24004,8.636796757,12.061861,8.74521917,11.281822,7.154822083,2.689584,2.691226,3.822536,3.838956,3.83572,3.89319,3.169044,3.088587,4.656785,4.661711,4.305414,4.305414
41.01635732,9.311595,7.129053164,11.259743,8.656499757,12.094701,8.77805917,11.299883,7.172883083,2.689584,2.691226,3.838956,3.855376,3.858708,3.916178,3.162476,3.082019,4.656785,4.661711,4.315266,4.315266
41.13031696,9.331299,7.148757164,11.287656,8.684412757,12.12672,8.81007817,11.334364,7.207364083,2.692868,2.69451,3.865227,3.881647,3.927673,3.985143,3.16576,3.085303,4.656785,4.661711,4.403936,4.403936
41.42426502,9.360854,7.178312164,11.336916,8.733672757,12.170232,8.85359017,11.374592,7.247592083,2.699436,2.701078,3.894783,3.911203,3.957229,4.014699,3.162476,3.082019,4.669921,4.674847,4.410504,4.410504
41.91209834,9.411755,7.229213164,11.37304,8.769796757,12.214565,8.89792317,11.432882,7.305882083,2.71914,2.720782,3.901351,3.917771,4.062317,4.119787,3.16576,3.085303,4.666637,4.671563,4.472902,4.472902
42.15760817,9.421607,7.239065164,11.404237,8.800993757,12.245763,8.92912117,11.469004,7.342004083,2.71914,2.720782,3.934191,3.950611,4.085305,4.142775,3.169044,3.088587,4.669921,4.674847,4.472902,4.472902
42.30256009,9.462657,7.280115164,11.44857,8.845326757,12.298306,8.98166417,11.524831,7.397831083,2.725708,2.72735,3.973598,3.990018,4.147702,4.205172,3.16576,3.085303,4.673205,4.678131,4.561572,4.561572
42.70259659,9.495496,7.312954164,11.478126,8.874882757,12.345102,9.02846017,11.54043,7.413430083,2.728992,2.730634,3.99987,4.01629,4.164122,4.221592,3.162476,3.082019,4.676489,4.681415,4.577992,4.577992
42.91166007,9.516842,7.334300164,11.507682,8.904438757,12.377121,9.06047917,11.570806,7.443806083,2.73556,2.737202,4.00808,4.0245,4.167406,4.224876,3.159192,3.078735,4.676489,4.681415,4.577992,4.577992
42.94101725,9.54065,7.358108164,11.533953,8.930709757,12.40996,9.09331817,11.617602,7.490602083,2.748696,2.750338,4.011364,4.027784,4.173974,4.231444,3.154266,3.073809,4.676489,4.681415,4.574708,4.574708
43.20078412,9.56446,7.381918164,11.556941,8.953697757,12.440337,9.12369517,11.647977,7.520977083,2.75198,2.753622,4.026142,4.042562,4.180542,4.238012,3.169044,3.088587,4.676489,4.681415,4.577992,4.577992
43.4226829,9.589089,7.406547164,11.585675,8.982431757,12.472356,9.15571417,11.663577,7.536577083,2.761832,2.763474,4.216612,4.233032,4.311903,4.369373,3.155908,3.075451,4.843976,4.848902,4.676515,4.676515
43.74272276,9.610434,7.427892164,11.619336,9.016092757,12.511763,9.19512117,11.702162,7.575162083,2.755264,2.756906,4.233032,4.249452,4.315187,4.372657,3.169044,3.088587,4.857113,4.862039,4.673231,4.673231
43.9047701,9.63178,7.449238164,11.652175,9.048931757,12.55117,9.23452817,11.734181,7.607181083,2.771684,2.773326,4.246168,4.262588,4.348027,4.405497,3.162476,3.082019,4.857113,4.862039,4.702787,4.702787
44.25147561,9.661336,7.478794164,11.675163,9.071919757,12.598787,9.28214517,11.769482,7.642482083,2.791388,2.79303,4.25602,4.27244,4.387435,4.444905,3.162476,3.082019,4.855471,4.860397,4.735628,4.735628
44.23644423,9.671188,7.488646164,11.685014,9.081770757,12.618491,9.30184917,11.785903,7.658903083,2.814376,2.816018,4.265872,4.282292,4.394003,4.451473,3.162476,3.082019,4.860397,4.865323,4.735628,4.735628
44.27473869,9.682682,7.500140164,11.701434,9.098190757,12.626701,9.31005917,11.802322,7.675322083,2.814376,2.816018,4.285576,4.301996,4.394003,4.451473,3.159192,3.078735,4.857113,4.862039,4.735628,4.735628
44.21325472,9.682682,7.500140164,11.706361,9.103117757,12.630806,9.31416417,11.812173,7.685173083,2.811092,2.812734,4.282292,4.298712,4.397287,4.454757,3.155908,3.075451,4.850545,4.855471,4.735628,4.735628
44.20389044,9.694175,7.511633164,11.71457,9.111326757,12.636553,9.31991117,11.813816,7.686816083,2.820944,2.822586,4.285576,4.301996,4.397287,4.454757,3.162476,3.082019,4.857113,4.862039,4.735628,4.735628
44.30260536,9.707311,7.524769164,11.732631,9.129387757,12.661183,9.34454117,11.826952,7.699952083,2.824228,2.82587,4.285576,4.301996,4.397287,4.454757,3.159192,3.078735,4.860397,4.865323,4.735628,4.735628
44.68108487,9.727015,7.544473164,11.750693,9.147449757,12.690739,9.37409717,11.857327,7.730327083,2.811092,2.812734,4.28886,4.30528,4.400571,4.458041,3.155908,3.075451,4.853829,4.858755,4.735628,4.735628
44.70136726,9.736867,7.554325164,11.762188,9.158944757,12.7088,9.39215817,11.85979,7.732790083,2.81766,2.819302,4.292144,4.308564,4.407139,4.464609,3.162476,3.082019,4.860397,4.865323,4.735628,4.735628
44.76639581,9.743435,7.560893164,11.767113,9.163869757,12.721936,9.40529417,11.87621,7.749210083,2.820944,2.822586,4.295428,4.311848,4.410423,4.467893,3.16576,3.085303,4.853829,4.858755,4.738913,4.738913
44.72441443,9.751645,7.569103164,11.776965,9.173721757,12.735072,9.41843017,11.874568,7.747568083,2.824228,2.82587,4.301996,4.318416,4.413707,4.471177,3.162476,3.082019,4.857113,4.862039,4.738913,4.738913
44.92078046,9.761496,7.578954164,11.803237,9.199993757,12.754776,9.43813417,11.890988,7.763988083,2.830796,2.832438,4.30528,4.3217,4.443263,4.500733,3.155908,3.075451,4.857113,4.862039,4.755333,4.755333
45.3445064,9.787768,7.605226164,11.83115,9.227906757,12.77448,9.45783817,11.92711,7.800110083,2.830796,2.832438,4.3217,4.33812,4.551636,4.609106,3.162476,3.082019,4.853829,4.858755,4.821014,4.821014
45.42336563,9.795978,7.613436164,11.837718,9.234474757,12.794183,9.47754117,11.933678,7.806678083,2.847216,2.848858,4.324984,4.341404,4.561488,4.618958,3.172328,3.091871,4.850545,4.855471,4.821014,4.821014
45.30294689,9.792694,7.610152164,11.837718,9.234474757,12.794183,9.47754117,11.925469,7.798469083,2.863636,2.865278,4.328268,4.344688,4.558204,4.615674,3.162476,3.082019,4.860397,4.865323,4.821014,4.821014
45.33564238,9.802546,7.620004164,11.845928,9.242684757,12.805678,9.48903617,11.948456,7.821456083,2.863636,2.865278,4.341403,4.357823,4.561488,4.618958,3.162476,3.082019,4.860397,4.865323,4.821014,4.821014
45.42329205,9.811577,7.629035164,11.857422,9.254178757,12.810603,9.49396117,11.950098,7.823098083,2.860352,2.861994,4.548294,4.564714,4.574624,4.632094,3.16576,3.085303,5.086997,5.091923,4.821014,4.821014
45.38081555,9.802546,7.620004164,11.859064,9.255820757,12.818813,9.50217117,11.953382,7.826382083,2.863636,2.865278,4.548294,4.564714,4.577908,4.635378,3.16576,3.085303,5.086997,5.091923,4.821014,4.821014
45.38492883,9.820608,7.638066164,11.862347,9.259103757,12.828665,9.51202317,11.96898,7.841980083,2.863636,2.865278,4.54501,4.56143,4.574624,4.632094,3.162476,3.082019,5.083713,5.088639,4.821014,4.821014
45.76433015,9.835386,7.652844164,11.888619,9.285375757,12.846727,9.53008517,11.987863,7.860863083,2.860352,2.861994,4.548294,4.564714,4.623884,4.681354,3.167402,3.086945,5.086997,5.091923,4.896548,4.896548
46.23861715,9.861657,7.679115164,11.919817,9.316573757,12.887777,9.57113517,12.024807,7.897807083,2.873488,2.87513,4.581133,4.597553,4.673144,4.730614,3.16576,3.085303,5.086997,5.091923,4.926105,4.926105
46.43810107,9.891213,7.708671164,11.949372,9.346128757,12.914048,9.59740617,12.055183,7.928183083,2.876772,2.878414,4.617257,4.633677,4.727331,4.784801,3.159192,3.078735,5.093565,5.098491,4.96223,4.96223
46.56440314,9.909275,7.726733164,11.97236,9.369116757,12.937036,9.62039417,12.074887,7.947887083,2.889908,2.89155,4.630393,4.646813,4.791369,4.848839,3.182179,3.101722,5.090281,5.095207,5.03448,5.03448
46.71821909,9.922411,7.739869164,11.987137,9.383893757,12.953455,9.63681317,12.088023,7.961023083,2.893192,2.894834,4.633677,4.650097,4.804505,4.861975,3.162476,3.082019,5.090281,5.095207,5.037764,5.037764
46.91940879,9.935547,7.753005164,12.013409,9.410165757,12.986295,9.66965317,12.125787,7.998787083,2.903044,2.904686,4.788023,4.804443,4.843913,4.901383,3.159192,3.078735,5.274189,5.279115,5.0509,5.0509
47.24547913,9.960176,7.777634164,12.052817,9.449573757,13.019135,9.70249317,12.155343,8.028343083,2.906327,2.907969,4.886543,4.902963,4.935865,4.993335,3.162476,3.082019,5.372711,5.377637,5.12315,5.12315
47.38391028,9.97167,7.789128164,12.069236,9.465992757,13.042122,9.72548017,12.173404,8.046404083,2.916179,2.917821,4.893111,4.909531,4.95557,5.01304,3.16576,3.085303,5.366143,5.371069,5.12315,5.12315
47.2717181,9.973312,7.790770164,12.070879,9.467635757,13.034733,9.71809117,12.18654,8.059540083,2.9326,2.934242,4.902963,4.919383,4.965422,5.022892,3.170686,3.090229,5.371069,5.375995,5.12315,5.12315
47.23271774,9.978238,7.795696164,12.070879,9.467635757,13.042122,9.72548017,12.184898,8.057898083,2.935884,2.937526,4.906247,4.922667,4.965422,5.022892,3.155908,3.075451,5.372711,5.377637,5.12315,5.12315
47.17428291,9.983164,7.800622164,12.074162,9.470918757,13.037196,9.72055417,12.185719,8.058719083,2.935884,2.937526,4.906247,4.922667,4.97199,5.02946,3.170686,3.090229,5.372711,5.377637,5.12315,5.12315
47.25292623,9.983164,7.800622164,12.079088,9.475844757,13.045406,9.72876417,12.196392,8.069392083,2.9326,2.934242,4.909531,4.925951,4.968706,5.026176,3.16576,3.085303,5.369427,5.374353,5.12315,5.12315
47.41185052,9.999584,7.817042164,12.090583,9.487339757,13.050332,9.73369017,12.211169,8.084169083,2.934242,2.935884,4.906247,4.922667,4.968706,5.026176,3.169044,3.088587,5.375995,5.380921,5.126434,5.126434
47.43348108,10.022571,7.840029164,12.100434,9.497190757,13.06511,9.74846817,12.219379,8.092379083,2.935884,2.937526,4.906247,4.922667,4.968706,5.026176,3.172328,3.091871,5.372711,5.377637,5.126434,5.126434
47.41823379,10.043917,7.861375164,12.103718,9.500474757,13.076604,9.75996217,12.207885,8.080885083,2.949019,2.950661,4.924309,4.940729,4.99662,5.05409,3.175611,3.095154,5.375995,5.380921,5.152707,5.152707
47.441992,10.037349,7.854807164,12.10536,9.502116757,13.069215,9.75257317,12.232515,8.105515083,2.955587,2.957229,4.930876,4.947296,5.057374,5.114844,3.16576,3.085303,5.372711,5.377637,5.254513,5.254513
47.48333624,10.048843,7.866301164,12.108644,9.505400757,13.076604,9.75996217,12.242366,8.115366083,2.955587,2.957229,4.932518,4.948938,5.057374,5.114844,3.175611,3.095154,5.366143,5.371069,5.254513,5.254513
47.76472853,10.068547,7.886005164,12.131632,9.528388757,13.099591,9.78294917,12.256323,8.129323083,2.955587,2.957229,4.929235,4.945655,5.0623,5.11977,3.162476,3.082019,5.372711,5.377637,5.254513,5.254513
48.07094317,10.098102,7.915560164,12.162829,9.559585757,13.133252,9.81661017,12.28752,8.160520083,2.949019,2.950661,4.965358,4.981778,5.100067,5.157537,3.162476,3.082019,5.398983,5.403909,5.280786,5.280786
48.45615906,10.122732,7.940190164,12.195669,9.592425757,13.18169,9.86504817,12.326928,8.199928083,2.955587,2.957229,5.208372,5.224792,5.215007,5.272477,3.170686,3.090229,5.619016,5.623942,5.438422,5.438422
48.82109257,10.135868,7.953326164,12.226866,9.623622757,13.201394,9.88475217,12.355662,8.228662083,2.952303,2.953945,5.211656,5.228076,5.30696,5.36443,3.16576,3.085303,5.6223,5.627226,5.523808,5.523808
48.9099529,10.190054,8.007512164,12.259705,9.656461757,13.24737,9.93072817,12.370439,8.243439083,2.958871,2.960513,5.313459,5.329879,5.362788,5.420258,3.172328,3.091871,5.714253,5.719179,5.596057,5.596057
49.32927671,10.198263,8.015721164,12.299113,9.695869757,13.284314,9.96767217,12.422982,8.295982083,2.968723,2.970365,5.444818,5.461238,5.464592,5.522062,3.16576,3.085303,5.802923,5.807849,5.665023,5.665023
49.72442527,10.221251,8.038709164,12.328668,9.725424757,13.314691,9.99804917,12.459105,8.332105083,3.044255,3.045897,5.480942,5.497362,5.533557,5.591027,3.270847,3.19039,5.809491,5.814417,5.69458,5.69458
