Time in Minutes,Load in kN,O-Stud2-Axial,Stud2-Axial,O-Stud3-Axial,O-Stud3-Axial,Stud3-Axial,O-Stud4-Axial,O-Stud4-Axial,Stud4-Axial,O-Stud5-Axial,Stud5-Axial,O-Stud3-Bottom,Stud3-Bottom,O-Stud4-Bottom,Stud4-Bottom,O-Stud4-Mid,Stud4-Mid,O-Stud3-Mid,Stud3-Mid,Pb1-Mid-Right,Pb1-Pb2-Mid-Right,Pb2-Mid-Right,Pb3-Mid-Right,Pb3-Pb4-Mid-Right,Pb4-Mid-Right,Pb1-Mid-Top,Pb1-Pb2-Mid-Top,Pb2-Mid-Top,Pb3-Mid-Top,Pb3-Pb4-Mid-Top,Pb4-Mid-Top,Pb1-Mid-Mid,Pb1-Pb2-Mid-Mid,Pb2-Mid-Mid,Pb3-Mid-Mid,Pb3-Pb4-Mid-Mid,Pb4-Mid-Mid,Pb1-Mid-Bottom,Pb1-Pb2-Mid-Bottom,Pb2-Mid-Bottom,Pb3-Mid-Bottom,Pb3-Pb4-Mid-Bottom,Pb4-Mid-Bottom,Pb1-Mid-Left,Pb1-Pb2-Mid-Left,Pb2-Mid-Left,Pb3-Mid-Left,Pb3-Pb4-Mid-Left,Pb4-Mid-Left,Stud5-Top-HF,Stud5-Top-CF,Stud5-Mid-HF,Stud5-Mid-CF,Stud5-Bottom-HF,Stud5-Bottom-CF,Stud4-Top-HF,Stud4-Top-CF,Stud4-Mid-HF,Stud4-Mid-CF,Stud4-Bottom-HF,Stud4-Bottom-CF,Stud3-Top-HF,Stud3-Top-CF,Stud3-Mid-HF,Stud3-Mid-CF,Stud3-Bottom-HF,Stud3-Bottom-CF,Stud2-Mid-HF,Stud2-Mid-CF,Average-Pb1,Average-Pb1-Pb2,Average-Pb2,Average-Pb3,Average-Pb3-Pb4,Average-Pb4
114.46,15.45,0.69,9.18,2.16,10.45,-10.45,2.83,10.28,-10.28,3.47,10.57,-7.22,-7.22,-9,-9,-14.87,-14.87,-13.26,-13.26,1003.8,715.18,348.23,307.2,23.3,53.63,392.67,25.26,418.09,351.56,20.74,56.84,1002.49,708.43,325.55,328.92,21.24,57.46,22.43,735.85,367.76,277.44,20.72,57.62,1033.51,711.51,364.01,598.44,87.78,,426.653503,272.828339,400.068054,259.84964,375.453094,214.400436,421.52,274.52,28.58,20.27,369.16,213.67,22.16,285.99,426.32,283.47,408.07,258.21,,,1018,717.75,364.73,316.28,87.78,56.39
115.48,15.87,0.72,9.21,2.2,10.49,-10.49,2.87,10.32,-10.32,3.5,10.6,-7.25,-7.25,-9.01,-9.01,-14.88,-14.88,-13.3,-13.3,1005.11,716.26,350.35,313.24,23.19,54.22,396.48,25.34,420.54,350.69,20.79,57.44,1008.27,709.95,329.96,340.46,21.19,57.09,22.42,737.43,369.44,282.12,20.71,57.86,1035.17,712.8,366.38,605.83,88.06,,430.448578,276.497864,403.927521,263.176361,379.099274,216.568069,423.42,278.58,28.55,20.21,370.09,216.29,22.17,290.78,431.06,287.92,411.18,261.66,,,1021.72,719.11,367.33,321.63,88.06,56.65
116.51,15.59,0.92,9.41,2.48,10.77,-10.77,3.06,10.51,-10.51,3.71,10.81,-7.32,-7.32,-9.06,-9.06,-14.88,-14.88,-13.3,-13.3,1003.03,717.41,354.63,318.23,22.95,53.48,399.02,25.26,422.57,355.03,20.77,57.31,1007.45,711.48,333.04,347.89,21.21,57.7,22.43,738.86,371.92,286.45,20.73,57.96,1036.83,714.01,369.45,548.21,88.37,,434.036224,280.100342,408.258698,266.295776,382.129639,218.852753,421.91,282.91,28.62,20.22,371.3,218.87,22.21,296.15,435.93,292.09,412.65,265.26,,,1022.14,720.44,370.32,326.9,88.37,56.61
117.54,16.04,0.89,9.38,2.5,10.79,-10.79,3.1,10.55,-10.55,3.73,10.83,-7.33,-7.33,-9.07,-9.07,-14.89,-14.89,-13.37,-13.37,1004.69,718.68,358.47,324.01,23.1,53.42,403.39,25.19,424.86,361.67,20.79,57.45,1005.64,713.23,340.04,355.83,21.23,57.76,22.44,740.15,374.5,290.32,20.72,58.21,1038.49,714.9,372.61,544.62,88.77,,437.951965,283.784973,411.916931,269.780334,385.262299,221.093231,424.42,287.32,28.68,20.23,372.77,221.68,22.23,301.15,441.02,295.23,415.66,269,,,1022.07,721.74,374.1,332.96,88.77,56.71
118.57,15.97,1.2,9.69,2.9,11.19,-11.19,3.41,10.86,-10.86,4.01,11.11,-7.41,-7.41,-9.16,-9.16,-14.86,-14.86,-13.38,-13.38,1137.83,720,363.11,330.83,23.23,53.46,405.39,25.29,427.58,365.13,20.79,57.43,1008,715.14,341.1,363.4,21.19,57.84,22.44,741.42,376.72,294.59,20.71,57.71,1040.15,715.77,375.53,555.52,89.18,,441.853607,287.470428,415.632782,273.046967,387.915649,223.28508,427.34,291.7,28.74,20.24,374.46,224.44,22.23,306.78,446.33,299.02,418.1,272.91,,,1024.07,723.08,376.81,338.49,89.18,56.61
119.61,16.02,1.19,9.68,2.9,11.19,-11.19,3.42,10.87,-10.87,4.01,11.11,-7.4,-7.4,-9.16,-9.16,-14.87,-14.87,-13.34,-13.34,1013.4,721.48,367.05,336.56,23.06,53.8,408.75,25.33,430.3,374.36,20.8,57.61,1009.64,717.09,345.86,369.7,21.21,58.25,22.46,742.66,379.37,299.81,20.72,57.75,1041.81,717.02,380.73,500.31,89.72,,445.418823,290.969696,418.857452,276.682648,390.726471,225.531525,430.4,296.11,28.76,20.24,376.03,227.56,22.26,312.15,451.69,304.37,421.05,277.11,,,1025.72,724.56,380.66,345.11,89.72,56.85
120.64,15.64,1.17,9.66,3.01,11.3,-11.3,3.54,10.99,-10.99,4.09,11.19,-7.41,-7.41,-9.17,-9.17,-14.9,-14.9,-13.36,-13.36,1007.08,723.09,374.17,345.04,22.93,53.94,414.98,25.44,433.14,376.08,20.81,57.78,1007.42,719.38,399.1,369.04,21.2,58.43,22.42,743.85,383.28,306.83,20.72,59.01,1043.47,718.46,384.9,545.68,90.23,,448.972565,294.707764,422.162659,280.347504,393.70401,227.875076,433.34,300.67,28.81,20.24,377.8,230.65,22.23,317.77,457.25,310.31,424.01,281.42,,,1025.44,726.2,394.92,349.25,90.23,57.29
121.67,14.63,1.36,9.85,3.15,11.44,-11.44,3.8,11.25,-11.25,4.31,11.41,-7.42,-7.42,-9.18,-9.18,-14.94,-14.94,-13.39,-13.39,1009.34,724.72,381.83,354.3,22.98,54.13,420.45,25.57,436.62,379.63,20.8,58.13,1008.06,721.58,410.37,377.25,21.2,58.62,22.43,745.11,387.35,313.25,20.73,58.59,1045.13,720.03,390.31,547.28,90.81,,452.598969,299.017517,425.434601,284.29776,396.819794,230.175095,437.12,305.65,28.95,20.27,380.07,234.03,22.25,323.87,462.95,317.99,427.22,285.99,,,1026.59,727.86,401.3,356.11,90.81,57.37
122.7,15.41,1.39,9.88,3.26,11.55,-11.55,3.92,11.37,-11.37,4.41,11.51,-7.41,-7.41,-9.19,-9.19,-14.96,-14.96,-13.47,-13.47,1054.61,726.5,391,364.25,23.1,54.49,425.23,25.66,441.54,384.51,20.78,58.32,1012.77,724.1,418.56,385.85,21.2,58.51,22.41,746.49,391.5,320.9,20.72,58.47,1046.79,722.26,400.38,549.28,91.39,,456.297028,303.364624,428.978516,288.512146,399.517761,232.563309,440.34,310.63,29.32,20.29,382.38,237.43,22.27,330.83,469.28,328.34,430.72,291.24,,,1029.78,729.84,408.6,363.88,91.39,57.45
123.73,16.11,1.46,9.95,3.35,11.64,-11.64,3.98,11.43,-11.43,4.42,11.52,-7.46,-7.46,-9.19,-9.19,-14.98,-14.98,-13.39,-13.39,1027.97,728.57,392.52,369.81,23.1,54.55,431.48,25.56,447.18,392.68,20.83,58.49,1011.62,727.29,430.85,395.68,21.24,59.02,22.4,747.91,400.3,334.48,20.74,58.74,1048.45,724.84,412.97,525.19,92.06,,460.151001,307.542877,432.030518,292.820862,402.385132,235.012253,443.49,315.5,29.48,20.31,385.03,241.18,22.34,337.66,476.45,339.14,435.7,298.46,,,1030.04,732.15,416.76,373.16,92.06,57.7
124.76,15.75,1.79,10.28,3.77,12.06,-12.06,4.28,11.73,-11.73,4.67,11.77,-7.48,-7.48,-9.24,-9.24,-14.99,-14.99,-13.37,-13.37,1138.87,730.82,395.2,372.58,23.14,54.8,436.57,25.51,453.27,398.56,20.81,58.46,1012.47,731.19,434.82,400.34,21.24,59.61,22.42,749.28,412.56,351.28,20.73,58.47,1050.11,727.53,418.34,494.71,92.79,,463.768158,310.916718,435.229218,297.199097,404.649078,237.485291,446.13,320.13,29.53,20.29,388.24,245.3,22.33,344.09,482.73,348.74,442.11,307.21,,,1031.29,734.71,422.84,380.69,92.79,57.84
125.79,15.28,2.05,10.54,4.11,12.4,-12.4,4.55,12,-12,4.88,11.98,-7.48,-7.48,-9.29,-9.29,-15.01,-15.01,-13.39,-13.39,1138.44,733.26,397.32,372.04,23.17,55.15,439.94,25.57,455.99,403.84,20.8,58.81,1013.64,735.69,437.6,404.72,21.24,59.78,22.43,750.99,426.69,375.16,20.74,59.44,1051.77,730.37,422.64,421.39,93.49,,467.269897,314.658722,438.349976,301.84491,406.975403,240.142593,448.63,324.57,29.53,20.22,392.25,250.31,22.34,351.18,487.45,355.06,449.65,318.35,,,1032.7,737.58,428.05,388.94,93.49,58.29
126.82,15.8,2.02,10.51,4.16,12.45,-12.45,4.62,12.07,-12.07,4.89,11.99,-7.46,-7.46,-9.31,-9.31,-15.07,-15.07,-13.38,-13.38,1137.37,735.38,394.95,371.57,23.05,55.16,444.61,25.53,456.98,411.45,20.84,58.97,1012.58,741.96,439.57,406.63,21.24,59.82,22.42,753.8,441.25,414.47,20.74,59.63,1053.43,733.37,426.91,406.63,94.17,,471.014709,318.615265,441.169434,305.558167,409.389099,242.955963,450.9,328.69,29.6,20.25,397.4,256.4,22.38,356.39,491.47,363.35,457.3,333.86,,,1033,741.13,431.93,401.03,94.17,58.39
127.84,15.51,2.56,11.05,4.65,12.94,-12.94,4.97,12.42,-12.42,5.19,12.29,-7.4,-7.4,-9.34,-9.34,-15.01,-15.01,-13.3,-13.3,1102.86,737.11,395.24,371.83,23.22,55.32,447.32,25.59,459.86,412.6,20.84,58.87,1011.31,749.12,440.08,406.03,21.25,60.24,22.43,757.13,444.82,403.61,20.73,59.34,1055.09,736.02,426.87,380.86,94.91,,474.695282,321.932953,443.940796,309.13855,411.334717,246.030289,453.62,332.63,29.62,20.26,403.41,263.67,22.37,361.62,494.84,367.91,463.72,346.43,,,1033.2,744.84,433.37,398.52,94.91,58.44
128.88,14.77,2.89,11.38,5.03,13.32,-13.32,5.3,12.75,-12.75,5.41,12.51,-7.31,-7.31,-9.33,-9.33,-15,-15,-13.24,-13.24,1140.02,738.97,394.97,372.7,23.3,55.85,449.55,25.69,458.92,416.29,20.86,59.07,1015.99,756.5,442.86,404.44,21.23,60.92,22.43,760.46,441.33,396.27,20.75,60.21,1056.75,738.57,428.97,368.01,95.65,,478.219269,325.60022,446.330017,312.526428,413.825195,249.207138,455.82,336.48,28.48,20.22,411.06,272.2,22.38,365.99,497.44,373.32,469.5,357.83,,,1036.37,748.62,433.41,397.43,95.65,59.01
129.91,15.41,2.89,11.38,5.03,13.32,-13.32,5.29,12.74,-12.74,5.41,12.51,-7.31,-7.31,-9.33,-9.33,-15.02,-15.02,-13.27,-13.27,1037.59,740.44,396.68,371.36,23.23,55.64,452.04,25.6,461.82,418.57,20.84,59.06,1016.54,765.2,447.98,399.99,21.25,61.11,22.43,763.73,438.15,388.37,20.73,60.32,1058.41,740.86,429.66,372.71,96.39,,481.543396,328.880768,448.255249,315.810791,415.180725,252.718216,456.95,339.86,28.54,20.29,416.31,278.95,22.37,370.21,500.27,379.44,472.39,363.02,,,1037.47,752.56,434.86,394.57,96.39,59.03
130.93,15.7,2.87,11.36,5.03,13.32,-13.32,5.32,12.77,-12.77,5.43,12.53,-7.3,-7.3,-9.33,-9.33,-14.99,-14.99,-13.2,-13.2,1134.63,741.53,399.39,371.69,23.19,55.84,453.95,25.5,464.14,422.96,20.86,59.26,1015.65,778.91,,404.55,21.27,61.58,22.43,766.69,434.69,381.26,20.74,60.6,1060.07,742.84,432.03,338.38,97.07,,484.798401,332.206299,450.065399,318.949799,416.533081,256.135132,458.16,343.24,28.59,20.29,419.77,284.23,22.41,374.5,503.76,384.78,472.44,366.98,,,1037.86,757.49,432.56,395.11,97.07,59.32
131.96,15.18,2.95,11.44,5.1,13.39,-13.39,5.42,12.87,-12.87,5.48,12.58,-7.25,-7.25,-9.33,-9.33,-14.98,-14.98,-13.2,-13.2,1138.68,742.35,398.71,372.28,23.17,56.11,457.26,25.56,466.49,429.52,20.83,59.35,1018.69,792.13,,411.09,21.26,61.98,22.43,769.38,432.55,378.03,20.74,61.21,1061.73,744.6,433.44,353.19,97.8,,487.981537,335.778412,451.727966,322.142426,417.744629,259.405151,459.22,346.56,28.6,20.29,422.58,288.77,22.39,378.89,506.8,389.76,470.67,370.36,,,1040.21,762.12,432.8,397.73,97.8,59.66
132.99,15.67,3.04,11.53,5.11,13.4,-13.4,5.45,12.9,-12.9,5.51,12.61,-7.19,-7.19,-9.28,-9.28,-14.91,-14.91,-13.14,-13.14,1154.82,743.21,398.9,373.52,23.33,56.03,460.47,25.65,467.5,429.11,20.87,59.33,1018.03,818.34,,415.94,21.24,62.23,22.43,771.68,431.25,375.61,20.73,61.24,1063.39,746.22,434.04,406.38,98.48,,491.293762,339.385925,458.542389,325.8479,418.968689,262.626373,460.35,349.86,28.56,20.25,424.78,292.63,22.35,383.02,510.01,393.81,468.98,372.98,,,1040.71,769.86,432.92,398.54,98.48,59.71
134.02,15.74,3.07,11.56,5.17,13.46,-13.46,5.52,12.97,-12.97,5.57,12.67,-7.12,-7.12,-9.23,-9.23,-14.88,-14.88,-13.11,-13.11,1041.77,744.08,396.64,374.45,23.32,56.64,462.93,25.73,469.05,429.66,20.87,59.61,1019.29,836.73,,415.75,21.2,62.39,22.42,773.59,430.98,375.24,20.72,61.32,1065.05,747.87,434.31,435.94,99.22,,494.205933,342.737274,457.649689,328.920685,420.039551,265.634613,461.55,353.22,28.59,20.25,426.55,296.08,22.34,386.77,512.28,397.16,467.59,374.08,,,1042.17,775.56,432.75,398.78,99.22,59.99
135.05,15.43,3.22,11.71,5.26,13.55,-13.55,5.64,13.09,-13.09,5.67,12.77,-7.12,-7.12,-9.21,-9.21,-14.89,-14.89,-13.04,-13.04,1158.27,745.11,396.35,375.27,23.25,56.44,463.34,25.74,469.35,429.64,20.88,59.74,1020,859.96,,423.29,21.24,62.81,22.42,775.25,430.78,372.39,20.7,61.67,1066.71,749.61,434.7,457.48,99.96,,496.804779,345.851807,458.046997,331.972748,421.487122,268.576996,462.58,356.71,28.6,20.27,429.15,299.81,22.34,389.9,511.62,400.05,465.93,375.01,,,1043.35,782.48,432.8,400.15,99.96,60.17
136.09,13.83,4.01,12.5,5.86,14.15,-14.15,6.14,13.59,-13.59,6.19,13.29,-6.9,-6.9,-9.09,-9.09,-14.9,-14.9,-13.14,-13.14,1165,746.32,397.05,376.69,23.34,57.09,461.55,25.74,468.1,427,20.94,59.78,1019.3,884.03,,427.97,21.26,63.37,22.42,776.5,431.16,370.63,20.73,61.29,1068.37,751.43,434.7,473.23,100.76,,498.734558,348.213593,459.465088,335.102631,422.698608,271.99176,463.29,359.9,28.6,20.26,431.73,303.51,22.38,393.96,511.63,401.91,464.34,375.64,,,1043.83,789.57,432.75,400.57,100.76,60.39
137.12,15.91,3.91,12.4,5.73,14.02,-14.02,6.02,13.47,-13.47,6.07,13.17,-6.9,-6.9,-9.04,-9.04,-14.87,-14.87,-13.12,-13.12,1165.66,747.56,397.98,378.15,23.36,57.29,460.79,25.77,468.12,425.78,20.95,60.02,1021.92,914.99,,431.92,21.26,63.73,22.42,777.55,431.88,372.11,20.72,61.66,1070.03,753.45,434.77,486.19,101.68,,500.742187,351.118927,460.44754,338.045105,422.85199,275.589386,463.54,362.84,28.56,20.32,433.4,306.7,22.37,397.54,510.09,403.65,463.43,377.4,,,1045.98,798.39,433.19,401.99,101.68,60.68
138.15,15.99,3.94,12.43,5.74,14.03,-14.03,6.02,13.47,-13.47,6.08,13.18,-6.9,-6.9,-9.01,-9.01,-14.86,-14.86,-13.12,-13.12,1162.22,748.48,401.28,379.77,23.31,57.92,461.09,25.72,468.56,427.78,20.97,60.41,1019.73,949.81,,436.32,21.28,63.98,22.42,778.3,433.31,373.15,20.72,62.15,1071.69,755.32,436.2,524.31,102.63,,502.635681,353.830902,461.143738,340.737823,422.713318,278.854675,463.91,365.58,28.58,20.33,434.7,309.77,22.35,400.03,508.26,405.23,463.22,378.26,,,1045.71,807.98,434.84,404.26,102.63,61.12
139.18,15.6,4.08,12.57,5.87,14.16,-14.16,6.19,13.64,-13.64,6.25,13.35,-6.83,-6.83,-8.96,-8.96,-14.87,-14.87,-13.07,-13.07,1130.11,749.38,399.46,381.97,23.36,57.9,459.8,25.68,467.79,422.81,20.98,60.39,1016.02,975.17,,440.46,21.28,64.69,22.4,777.94,434.58,373.21,20.71,62.13,1073.35,757.34,435.26,518.84,103.7,,504.389984,355.878601,462.212006,343.22403,421.465576,281.391968,464.32,368.29,28.58,20.31,435.61,312.35,22.36,402.2,508.13,407.04,463.27,379.08,,,1044.69,814.96,434.27,404.61,103.7,61.28
140.21,15.75,4.1,12.59,5.86,14.15,-14.15,6.19,13.64,-13.64,6.25,13.35,-6.83,-6.83,-8.89,-8.89,-14.81,-14.81,-13.08,-13.08,1096.15,750.43,402.28,383.32,23.48,57.89,460.59,25.68,467.39,421.44,21.05,60.43,1014.59,1007.53,,442.19,21.29,65.51,22.39,988.13,436.53,376.1,20.73,62.35,1075.01,759.57,436.51,538.07,104.93,,506.201508,358.036041,462.673431,345.562286,419.661438,284.101318,464.63,371.03,28.58,20.3,436.26,314.79,22.37,403.7,509.07,409,463.62,380.17,,,1044.8,876.42,435.68,405.76,104.93,61.55
141.24,15.99,4.07,12.56,5.86,14.15,-14.15,6.2,13.65,-13.65,6.27,13.37,-6.83,-6.83,-8.84,-8.84,-14.78,-14.78,-13.12,-13.12,1101.15,751.22,408.55,385.06,23.46,58.16,461.01,25.8,467.71,423.45,21.01,60.32,1020.63,1016.23,,447.12,21.32,66.37,22.38,1009.47,439.68,381.06,20.72,62.37,1076.67,761.87,433.93,555.02,106.3,,507.719391,359.90213,462.960724,347.517792,418.287537,286.518555,465.13,373.58,28,20.34,437.25,317.02,22.33,405.2,511.19,411.2,464.46,381.6,,,1048.65,884.7,437.47,409.17,106.3,61.81
142.27,15.79,4.27,12.76,6.04,14.33,-14.33,6.38,13.83,-13.83,6.44,13.54,-6.8,-6.8,-8.77,-8.77,-14.74,-14.74,-13.13,-13.13,1110.03,752.05,423.89,387.48,23.57,58.54,462.63,25.93,468.01,421.22,21.03,60.49,1021.86,1040.26,,453.11,21.35,67.01,22.38,1014.26,447.24,386.29,20.73,62.28,1078.33,764.67,436.14,570.71,107.79,,509.477631,360.824127,464.475464,349.475372,417.49527,289.163147,465.77,376.08,28.33,20.31,440.33,319.24,22.34,407.06,513.83,413.94,466.49,384.18,,,1050.1,892.81,443.82,412.03,107.79,62.08
143.3,15.88,4.26,12.75,6.03,14.32,-14.32,6.39,13.84,-13.84,6.44,13.54,-6.8,-6.8,-8.71,-8.71,-14.69,-14.69,-13.11,-13.11,1109.78,752.97,432.94,390.75,23.48,58.73,465.17,25.91,469.57,424.88,21.09,60.68,1023.15,1169.45,,458.93,21.35,67.92,22.37,1016.35,459.44,394.16,20.71,63.02,1079.99,767.12,438.56,563.82,109.2,,511.765289,362.917511,465.725006,351.971191,416.634247,291.756836,466.43,378.63,28.45,20.26,445.42,321.79,22.36,408.42,516.98,417.36,470.22,388.39,,,1051.57,926.47,450.13,417.18,109.2,62.59
144.33,13.35,4.38,12.87,6.18,14.47,-14.47,6.66,14.11,-14.11,6.64,13.74,-6.8,-6.8,-8.7,-8.7,-14.73,-14.73,-13.11,-13.11,1037.84,754.06,437.13,393.98,23.43,59.38,467.08,25.88,470.83,427.28,21.01,60.48,1027.46,1174.14,,468.37,21.39,68.53,22.38,1018.57,473.06,407.51,20.72,64.01,1081.65,769.41,438.14,570.55,110.46,,513.290527,364.665863,466.972748,354.523163,415.779938,294.045624,467.29,381.26,28.59,20.33,451.38,324.93,22.33,409.74,521.12,421.34,475.73,394.36,,,1054.56,929.04,454.79,424.28,110.46,63.1
145.36,15.64,4.39,12.88,6.18,14.47,-14.47,6.59,14.04,-14.04,6.57,13.67,-6.81,-6.81,-8.68,-8.68,-14.69,-14.69,-13.13,-13.13,1056.18,755.56,442.16,397.94,23.4,59.58,469.33,25.75,472.31,429.73,20.98,60.83,1025.02,1174.67,,479.76,21.42,69.67,22.36,1019.43,484.9,419.8,20.72,64.53,1083.31,771.87,440.87,599.49,111.83,,513.855652,366.40094,467.995117,356.925018,415.193481,295.95694,468.39,383.8,28.73,20.36,457.45,328.42,22.35,411.28,526.34,425.9,481.58,401.37,,,1054.16,930.38,460.06,431.81,111.83,63.65
146.4,15.84,4.39,12.88,6.17,14.46,-14.46,6.62,14.07,-14.07,6.59,13.69,-6.81,-6.81,-8.65,-8.65,-14.77,-14.77,-13.17,-13.17,1027.61,757.92,444.85,401.29,23.42,59.87,472.14,25.67,474.36,435.38,21.08,61.08,1029.18,1181.9,,489,21.49,70.7,22.39,1021.09,494.15,432,20.74,64.74,1084.97,775,443.81,637.39,113.52,,513.661499,368.14621,467.891327,358.988678,414.576813,297.618286,470.12,386.41,28.77,20.33,463.53,332.53,22.39,412.92,531.83,430.85,487.05,408.65,,,1057.08,933.98,464.29,439.42,113.52,64.1
147.43,16.04,4.4,12.89,6.18,14.47,-14.47,6.65,14.1,-14.1,6.58,13.68,-6.81,-6.81,-8.6,-8.6,-14.77,-14.77,-13.23,-13.23,1042.25,760.74,432.89,403.98,23.47,60.11,474.23,25.73,475.99,434.44,21.1,61.23,1029.42,1184.38,,494.05,21.56,71.66,22.41,1022.05,501.25,443.24,20.76,65.24,1086.63,778.55,444.23,777.64,116.1,,513.547241,369.921204,467.5112,361.121674,414.120941,299.698151,471.86,389.11,28.83,20.31,469.04,337.04,22.38,414.81,537.01,436.07,491.81,416.23,,,1058.02,936.43,463.59,443.93,116.1,64.56
148.46,15.91,4.87,13.36,6.44,14.73,-14.73,7.41,14.86,-14.86,7.08,14.18,-6.78,-6.78,-8.53,-8.53,-14.69,-14.69,-13.18,-13.18,1000.17,758.66,438.82,407.48,23.52,60.54,473.54,25.7,474.4,434.92,21.13,61.13,1016.76,1166.14,,482.18,21.62,72.76,22.39,1007.67,507.83,451.86,20.77,66.85,1088.29,776.71,448.41,,119.75,,511.522522,372.244019,468.423889,362.732269,413.826294,301.703949,479.79,391.66,29.09,20.32,472.54,340.55,22.38,418.22,539.39,440.05,496.05,421.25,,,1052.53,927.3,467.36,444.11,119.75,65.32
149.51,15.79,4.9,13.39,6.44,14.73,-14.73,7.41,14.86,-14.86,7.08,14.18,-6.77,-6.77,-8.49,-8.49,-14.67,-14.67,-13.19,-13.19,993.09,755.89,445.65,410.84,23.63,61.59,475.98,25.86,474.27,437.09,21.18,61.32,1014.09,1155.1,,482.36,21.62,73.81,22.37,1003.05,513.53,461.4,20.77,66.91,1089.95,776.51,451.53,,124.6,,507.62851,373.637909,465.857483,364.415039,414.312561,304.556671,481.56,394.27,29.33,20.33,476.87,345.2,22.36,420.23,541.03,444.36,501.29,427.68,,,1052.02,922.64,471.25,447.92,124.6,65.91
150.54,15.82,4.88,13.37,6.43,14.72,-14.72,7.41,14.86,-14.86,7.09,14.19,-6.76,-6.76,-8.44,-8.44,-14.66,-14.66,-13.2,-13.2,989.73,756.09,452.39,414.61,23.7,62.02,478.55,26,474.93,439.71,21.2,61.62,1014.45,1152.32,,485.53,21.67,74.8,22.37,1001.1,518.19,469.5,20.78,67.74,1091.61,777.14,454.75,,129.02,,501.359009,375.130707,463.349457,366.472565,414.874268,307.41983,483.19,396.87,29.39,20.33,481.12,350.07,22.37,422.47,543.67,448.52,505.77,433.82,,,1053.03,921.66,475.07,452.34,129.02,66.54
151.58,15.61,5.03,13.52,6.54,14.83,-14.83,7.5,14.95,-14.95,7.11,14.21,-6.75,-6.75,-8.39,-8.39,-14.64,-14.64,-13.21,-13.21,990.12,761.67,449.1,418.42,23.79,62.85,482.34,26.08,475.92,443.22,21.23,62.01,1013.13,1152.36,,489.54,21.72,75.82,22.38,999.53,522,475.72,20.8,68.74,1093.27,776.08,457.26,,132.69,,497.463867,376.674316,460.968964,368.376953,415.408844,309.686188,484.59,399.34,29.48,20.3,484.79,354.81,22.39,424.73,546.98,452.94,509.86,439.6,,,1053.2,922.41,476.07,456.73,132.69,67.36
152.61,15.7,5.03,13.52,6.55,14.84,-14.84,7.5,14.95,-14.95,7.13,14.23,-6.74,-6.74,-8.35,-8.35,-14.63,-14.63,-13.22,-13.22,991.96,771.45,452.69,422.71,24.04,63.49,484.4,26.08,477.06,445.54,21.25,62.7,1012.64,1145.25,,491.67,21.74,77.05,22.39,999.11,524.99,479.04,20.83,69.82,1094.93,778.17,459.49,,136.11,,495.326813,378.314301,459.318146,370.422668,415.848816,311.512451,486.24,401.91,29.58,20.35,488.01,359.43,22.4,427.12,550,457.39,513.26,444.74,,,1053.79,923.5,478.56,459.74,136.11,68.27
153.64,15.73,4.99,13.48,6.57,14.86,-14.86,7.51,14.96,-14.96,7.1,14.2,-6.73,-6.73,-8.3,-8.3,-14.61,-14.61,-13.23,-13.23,1005.3,789.54,455,426.65,24.05,63.9,485.81,26.15,477.33,445.33,21.31,63.41,1011.65,1147.18,,495.69,21.77,78.13,22.39,999.04,527.41,481.52,20.84,70.43,1096.59,781.34,461.57,,140.04,,493.981537,379.9534,458.415802,372.550598,416.485565,313.573242,487.77,404.34,29.68,20.38,491.04,363.94,22.42,429.29,552.47,461.38,516.28,449.65,,,1054.12,929.28,480.33,462.3,140.04,68.97
154.67,15.82,5.01,13.5,6.56,14.85,-14.85,7.51,14.96,-14.96,7.12,14.22,-6.72,-6.72,-8.26,-8.26,-14.6,-14.6,-13.24,-13.24,992.89,805.86,453.64,431.19,23.97,64.72,492.38,26.19,479.78,453.42,21.3,64.33,1010.74,1151.73,,494.49,21.81,78.98,22.43,999.23,531.12,483.61,20.88,71.93,1098.25,786.53,463.72,,144.9,,493.177429,381.62088,457.924561,374.740112,417.054535,315.512695,489.31,407.01,29.76,20.4,493.77,368.17,22.46,432.09,554.15,465.3,519.37,454.37,,,1054.5,935.84,482.07,465.68,144.9,69.99
155.71,15.65,5.03,13.52,6.44,14.73,-14.73,7.43,14.88,-14.88,7.02,14.12,-6.71,-6.71,-8.21,-8.21,-14.58,-14.58,-13.25,-13.25,1046.05,860.56,457.85,434.9,23.99,65.42,490.32,26.27,480.38,449.73,21.3,64.78,1012.96,1153.66,,498.64,21.82,80.02,22.43,999.63,534.59,485.98,20.92,73.95,1099.91,793.04,465.87,,150.21,,492.598724,383.310059,457.718689,376.943939,417.759583,317.395782,491.12,409.66,28.24,20.42,496.48,372.25,22.47,434.33,555.69,468.99,522.41,458.51,,,1056.44,951.72,484.67,467.31,150.21,71.04
